from_node,f_type,to_node,t_type,date,times
000011,1,000039,1,2013-10-13 00:00:00.0,0
000031,1,000011,1,2013-10-13 00:00:00.0,0
000037,1,000031,1,2013-10-13 00:00:00.0,0
000037,1,000031,1,2013-10-13 00:00:00.0,0
000037,1,000011,1,2013-10-13 00:00:00.0,0
000031,1,000037,1,2013-10-13 00:00:00.0,0
000031,1,000039,1,2013-10-14 00:00:00.0,0
000037,1,000039,1,2013-10-14 00:00:00.0,1
000040,1,000037,1,2013-10-16 00:00:00.0,0
000043,0,000053,0,2013-10-17 00:00:00.0,0
000052,0,000037,1,2013-10-17 00:00:00.0,0
000052,0,000011,1,2013-10-17 00:00:00.0,0
000053,0,000052,0,2013-10-17 00:00:00.0,0
000053,0,000043,0,2013-10-17 00:00:00.0,0
000053,0,000037,1,2013-10-17 00:00:00.0,0
000052,0,000043,0,2013-10-17 00:00:00.0,0
000052,0,000053,0,2013-10-17 00:00:00.0,0
000031,1,000040,1,2013-10-20 00:00:00.0,0
000062,0,000011,1,2013-10-22 00:00:00.0,0
000062,0,000067,0,2013-10-22 00:00:00.0,0
000067,0,000011,1,2013-10-22 00:00:00.0,0
000067,0,000062,0,2013-10-22 00:00:00.0,0
000011,1,000040,1,2013-10-24 00:00:00.0,0
000043,0,000071,0,2013-10-25 00:00:00.0,0
000071,0,000043,0,2013-10-29 00:00:00.0,0
000071,0,000084,0,2013-10-30 00:00:00.0,0
000084,0,000071,0,2013-10-30 00:00:00.0,0
000084,0,000011,1,2013-10-30 00:00:00.0,0
000071,0,000092,0,2013-10-31 00:00:00.0,0
000037,1,000040,1,2013-10-31 00:00:00.0,0
000031,1,000053,0,2013-11-04 00:00:00.0,0
000080,1,000039,1,2013-11-04 00:00:00.0,0
000037,1,000052,0,2013-11-06 00:00:00.0,0
000037,1,000053,0,2013-11-06 00:00:00.0,0
000071,0,000052,0,2013-11-07 00:00:00.0,0
000052,0,000071,0,2013-11-07 00:00:00.0,0
000106,1,000031,1,2013-11-07 00:00:00.0,0
000106,1,000011,1,2013-11-07 00:00:00.0,0
000106,1,000037,1,2013-11-07 00:00:00.0,0
000099,0,000031,1,2013-11-07 00:00:00.0,0
000099,0,000011,1,2013-11-07 00:00:00.0,0
000099,0,000037,1,2013-11-07 00:00:00.0,0
000099,0,000106,1,2013-11-07 00:00:00.0,0
000071,0,000011,1,2013-11-08 00:00:00.0,0
000037,1,000106,1,2013-11-08 00:00:00.0,0
000031,1,000106,1,2013-11-09 00:00:00.0,0
000040,1,000106,1,2013-11-09 00:00:00.0,0
000040,1,000099,0,2013-11-09 00:00:00.0,0
000040,1,000039,1,2013-11-09 00:00:00.0,0
000092,0,000056,0,2013-11-15 00:00:00.0,0
000056,0,000126,0,2013-11-15 00:00:00.0,0
000056,0,000092,0,2013-11-15 00:00:00.0,0
000056,0,000043,0,2013-11-15 00:00:00.0,0
000043,0,000056,0,2013-11-15 00:00:00.0,0
000052,0,000056,0,2013-11-15 00:00:00.0,0
000043,0,000037,1,2013-11-15 00:00:00.0,0
000043,0,000084,0,2013-11-15 00:00:00.0,0
000056,0,000084,0,2013-11-15 00:00:00.0,0
000084,0,000037,1,2013-11-15 00:00:00.0,0
000043,0,000052,0,2013-11-15 00:00:00.0,0
000084,0,000043,0,2013-11-15 00:00:00.0,0
000052,0,000084,0,2013-11-15 00:00:00.0,0
000080,1,000011,1,2013-11-16 00:00:00.0,0
000080,1,000020,0,2013-11-16 00:00:00.0,0
000080,1,000040,1,2013-11-16 00:00:00.0,0
000126,0,000037,1,2013-11-17 00:00:00.0,0
000056,0,000052,0,2013-11-18 00:00:00.0,0
000092,0,000084,0,2013-11-18 00:00:00.0,0
000037,1,000126,0,2013-11-18 00:00:00.0,0
000037,1,000084,0,2013-11-18 00:00:00.0,0
000084,0,000092,0,2013-11-19 00:00:00.0,0
000092,0,000043,0,2013-11-19 00:00:00.0,0
000092,0,000052,0,2013-11-19 00:00:00.0,0
000031,1,000099,0,2013-11-20 00:00:00.0,0
000052,0,000173,0,2013-11-21 00:00:00.0,0
000182,1,000126,0,2013-11-21 00:00:00.0,0
000173,0,000052,0,2013-11-21 00:00:00.0,0
000221,1,000106,1,2013-11-24 00:00:00.0,0
000031,1,000132,0,2013-11-25 00:00:00.0,0
000040,1,000132,0,2013-11-25 00:00:00.0,0
000132,0,000039,1,2013-11-25 00:00:00.0,0
000132,0,000011,1,2013-11-25 00:00:00.0,0
000132,0,000031,1,2013-11-25 00:00:00.0,0
000126,0,000084,0,2013-11-26 00:00:00.0,0
000192,0,000031,1,2013-11-27 00:00:00.0,0
000192,0,000037,1,2013-11-27 00:00:00.0,0
000192,0,000011,1,2013-11-27 00:00:00.0,0
000230,0,000011,1,2013-11-27 00:00:00.0,0
000080,1,000031,1,2013-11-28 00:00:00.0,0
000192,0,000039,1,2013-11-28 00:00:00.0,0
000126,0,000091,0,2013-12-02 00:00:00.0,0
000126,0,000056,0,2013-12-02 00:00:00.0,0
000126,0,000011,1,2013-12-02 00:00:00.0,0
000126,0,000092,0,2013-12-02 00:00:00.0,0
000092,0,000126,0,2013-12-02 00:00:00.0,0
000126,0,000052,0,2013-12-02 00:00:00.0,0
000052,0,000126,0,2013-12-03 00:00:00.0,0
000011,1,000246,1,2013-12-04 00:00:00.0,0
000052,0,000253,2,2013-12-05 00:00:00.0,0
000043,0,000253,2,2013-12-05 00:00:00.0,0
000255,0,000052,0,2013-12-05 00:00:00.0,0
000253,2,000052,0,2013-12-05 00:00:00.0,0
000253,2,000043,0,2013-12-05 00:00:00.0,0
000255,0,000253,2,2013-12-05 00:00:00.0,0
000253,2,000250,0,2013-12-05 00:00:00.0,0
000126,0,000253,2,2013-12-05 00:00:00.0,0
000039,1,000037,1,2013-12-06 00:00:00.0,0
000039,1,000132,0,2013-12-06 00:00:00.0,0
000267,2,000084,0,2013-12-06 00:00:00.0,0
000259,0,000126,0,2013-12-06 00:00:00.0,0
000259,0,000043,0,2013-12-06 00:00:00.0,0
000132,0,000021,0,2013-12-07 00:00:00.0,0
000132,0,000040,1,2013-12-07 00:00:00.0,0
000037,1,000132,0,2013-12-07 00:00:00.0,0
000043,0,000259,0,2013-12-09 00:00:00.0,0
000039,1,000040,1,2013-12-10 00:00:00.0,0
000246,1,000106,1,2013-12-10 00:00:00.0,0
000246,1,000132,0,2013-12-10 00:00:00.0,0
000246,1,000173,0,2013-12-10 00:00:00.0,0
000246,1,000253,2,2013-12-10 00:00:00.0,0
000253,2,000274,0,2013-12-11 00:00:00.0,0
000274,0,000126,0,2013-12-11 00:00:00.0,0
000274,0,000071,0,2013-12-11 00:00:00.0,0
000274,0,000043,0,2013-12-11 00:00:00.0,0
000274,0,000052,0,2013-12-11 00:00:00.0,0
000274,0,000037,1,2013-12-11 00:00:00.0,0
000274,0,000084,0,2013-12-11 00:00:00.0,0
000132,0,000037,1,2013-12-12 00:00:00.0,0
000132,0,000080,1,2013-12-12 00:00:00.0,0
000106,1,000221,1,2013-12-15 00:00:00.0,0
000132,0,000279,2,2013-12-15 00:00:00.0,0
000011,1,000132,0,2013-12-15 00:00:00.0,0
000011,1,000031,1,2013-12-15 00:00:00.0,0
000031,1,000279,2,2013-12-15 00:00:00.0,0
000279,2,000037,1,2013-12-15 00:00:00.0,1
000279,2,000031,1,2013-12-15 00:00:00.0,2
000037,1,000043,0,2013-12-16 00:00:00.0,0
000037,1,000274,0,2013-12-16 00:00:00.0,0
000283,0,000126,0,2013-12-17 00:00:00.0,0
000126,0,000053,0,2013-12-17 00:00:00.0,0
000132,0,000246,1,2013-12-18 00:00:00.0,0
000043,0,000092,0,2013-12-25 00:00:00.0,0
000043,0,000126,0,2013-12-25 00:00:00.0,0
000092,0,000053,0,2013-12-25 00:00:00.0,0
000053,0,000250,0,2013-12-25 00:00:00.0,0
000053,0,000092,0,2013-12-25 00:00:00.0,0
000043,0,000255,0,2013-12-25 00:00:00.0,0
000255,0,000037,1,2013-12-25 00:00:00.0,0
000255,0,000043,0,2013-12-25 00:00:00.0,0
000255,0,000084,0,2013-12-25 00:00:00.0,0
000255,0,000126,0,2013-12-25 00:00:00.0,0
000255,0,000053,0,2013-12-25 00:00:00.0,0
000255,0,000053,0,2013-12-25 00:00:00.0,0
000255,0,000053,0,2013-12-25 00:00:00.0,0
000126,0,000250,0,2013-12-26 00:00:00.0,0
000037,1,000255,0,2013-12-26 00:00:00.0,0
000419,0,000132,0,2013-12-29 00:00:00.0,0
000132,0,000419,0,2013-12-29 00:00:00.0,0
000246,1,000039,1,2014-01-01 00:00:00.0,0
000491,0,000446,0,2014-01-06 00:00:00.0,0
000491,0,000455,0,2014-01-06 00:00:00.0,0
000446,0,000462,0,2014-01-06 00:00:00.0,0
000369,1,000482,0,2014-01-06 00:00:00.0,0
000482,0,000369,1,2014-01-06 00:00:00.0,1
000092,0,000446,0,2014-01-06 00:00:00.0,0
000472,0,000446,0,2014-01-06 00:00:00.0,0
000472,0,000462,0,2014-01-06 00:00:00.0,0
000517,0,000491,0,2014-01-07 00:00:00.0,0
000446,0,000507,0,2014-01-07 00:00:00.0,0
000446,0,000465,0,2014-01-07 00:00:00.0,0
000446,0,000492,0,2014-01-07 00:00:00.0,0
000446,0,000501,0,2014-01-07 00:00:00.0,0
000446,0,000433,0,2014-01-07 00:00:00.0,0
000507,0,000465,0,2014-01-07 00:00:00.0,0
000465,0,000507,0,2014-01-07 00:00:00.0,0
000507,0,000446,0,2014-01-07 00:00:00.0,0
000465,0,000446,0,2014-01-07 00:00:00.0,0
000433,0,000446,0,2014-01-07 00:00:00.0,0
000501,0,000462,0,2014-01-07 00:00:00.0,0
000501,0,000492,0,2014-01-07 00:00:00.0,0
000492,0,000501,0,2014-01-07 00:00:00.0,0
000433,0,000507,0,2014-01-07 00:00:00.0,0
000433,0,000465,0,2014-01-07 00:00:00.0,0
000462,0,000501,0,2014-01-07 00:00:00.0,0
000465,0,000462,0,2014-01-07 00:00:00.0,0
000465,0,000492,0,2014-01-07 00:00:00.0,0
000465,0,000501,0,2014-01-07 00:00:00.0,0
000465,0,000433,0,2014-01-07 00:00:00.0,0
000507,0,000492,0,2014-01-07 00:00:00.0,0
000507,0,000433,0,2014-01-07 00:00:00.0,0
000507,0,000501,0,2014-01-07 00:00:00.0,0
000507,0,000462,0,2014-01-07 00:00:00.0,0
000433,0,000492,0,2014-01-07 00:00:00.0,0
000433,0,000462,0,2014-01-07 00:00:00.0,0
000433,0,000501,0,2014-01-07 00:00:00.0,0
000492,0,000462,0,2014-01-07 00:00:00.0,0
000462,0,000492,0,2014-01-07 00:00:00.0,0
000031,1,000080,1,2014-01-09 00:00:00.0,0
000523,0,000021,0,2014-01-09 00:00:00.0,0
000523,0,000040,1,2014-01-09 00:00:00.0,0
000541,0,000132,0,2014-01-09 00:00:00.0,0
000541,0,000037,1,2014-01-09 00:00:00.0,0
000541,0,000011,1,2014-01-09 00:00:00.0,0
000523,0,000011,1,2014-01-09 00:00:00.0,0
000596,1,000043,0,2014-01-10 00:00:00.0,0
000052,0,000255,0,2014-01-10 00:00:00.0,0
000570,0,000037,1,2014-01-10 00:00:00.0,0
000570,0,000031,1,2014-01-10 00:00:00.0,0
000570,0,000011,1,2014-01-10 00:00:00.0,0
000561,0,000011,1,2014-01-10 00:00:00.0,0
000601,0,000132,0,2014-01-11 00:00:00.0,0
000132,0,000601,0,2014-01-11 00:00:00.0,0
000132,0,000482,0,2014-01-13 00:00:00.0,0
000482,0,000132,0,2014-01-13 00:00:00.0,0
000649,0,000647,0,2014-01-14 00:00:00.0,0
000126,0,000647,0,2014-01-14 00:00:00.0,0
000647,0,000052,0,2014-01-14 00:00:00.0,0
000647,0,000126,0,2014-01-14 00:00:00.0,0
000126,0,000043,0,2014-01-14 00:00:00.0,0
000647,0,000596,1,2014-01-14 00:00:00.0,0
000043,0,000596,1,2014-01-14 00:00:00.0,0
000043,0,000551,0,2014-01-14 00:00:00.0,0
000675,0,000671,0,2014-01-15 00:00:00.0,0
000671,0,000043,0,2014-01-15 00:00:00.0,0
000671,0,000647,0,2014-01-15 00:00:00.0,0
000671,0,000596,1,2014-01-15 00:00:00.0,0
000652,1,000596,1,2014-01-15 00:00:00.0,0
000652,1,000043,0,2014-01-15 00:00:00.0,0
000596,1,000680,0,2014-01-16 00:00:00.0,0
000614,0,000652,1,2014-01-16 00:00:00.0,0
000316,0,000675,0,2014-01-16 00:00:00.0,0
000675,0,000316,0,2014-01-16 00:00:00.0,0
000680,0,000084,0,2014-01-16 00:00:00.0,0
000680,0,000274,0,2014-01-16 00:00:00.0,0
000680,0,000071,0,2014-01-16 00:00:00.0,0
000680,0,000052,0,2014-01-16 00:00:00.0,0
000680,0,000043,0,2014-01-16 00:00:00.0,0
000680,0,000596,1,2014-01-16 00:00:00.0,0
000680,0,000671,0,2014-01-16 00:00:00.0,0
000614,0,000671,0,2014-01-17 00:00:00.0,0
000614,0,000675,0,2014-01-17 00:00:00.0,0
000675,0,000614,0,2014-01-17 00:00:00.0,0
000587,0,000462,0,2014-01-20 00:00:00.0,0
000462,0,000587,0,2014-01-20 00:00:00.0,0
000587,0,000501,0,2014-01-20 00:00:00.0,0
000501,0,000587,0,2014-01-20 00:00:00.0,0
000492,0,000587,0,2014-01-20 00:00:00.0,0
000587,0,000492,0,2014-01-20 00:00:00.0,0
000671,0,000614,0,2014-01-21 00:00:00.0,0
000671,0,000680,0,2014-01-21 00:00:00.0,0
000675,0,000037,1,2014-01-21 00:00:00.0,0
000599,0,000827,2,2014-01-22 00:00:00.0,0
000827,2,000599,0,2014-01-22 00:00:00.0,0
000132,0,000816,2,2014-01-22 00:00:00.0,0
000816,2,000132,0,2014-01-22 00:00:00.0,0
000900,2,000304,1,2014-01-24 00:00:00.0,0
000132,0,000304,1,2014-01-24 00:00:00.0,0
000207,1,000132,0,2014-01-28 00:00:00.0,0
000132,0,000207,1,2014-01-28 00:00:00.0,0
000990,2,000207,1,2014-01-29 00:00:00.0,3
000730,1,000511,0,2014-01-30 00:00:00.0,0
001008,2,000011,1,2014-01-30 00:00:00.0,0
000732,0,001008,2,2014-01-30 00:00:00.0,0
000730,1,001008,2,2014-01-30 00:00:00.0,0
000511,0,001008,2,2014-01-30 00:00:00.0,0
001008,2,000511,0,2014-01-30 00:00:00.0,0
001008,2,000732,0,2014-01-30 00:00:00.0,2
001008,2,000730,1,2014-01-30 00:00:00.0,0
000011,1,000511,0,2014-01-30 00:00:00.0,0
000732,0,000511,0,2014-01-30 00:00:00.0,0
000511,0,000011,1,2014-01-30 00:00:00.0,0
000511,0,000732,0,2014-01-30 00:00:00.0,0
000511,0,000730,1,2014-01-30 00:00:00.0,0
000730,1,000732,0,2014-01-30 00:00:00.0,0
000732,0,000730,1,2014-01-30 00:00:00.0,0
000732,0,000011,1,2014-01-30 00:00:00.0,0
000011,1,000732,0,2014-01-30 00:00:00.0,0
000011,1,000730,1,2014-01-30 00:00:00.0,0
000730,1,000011,1,2014-01-30 00:00:00.0,0
000279,2,001003,2,2014-01-30 00:00:00.0,0
001003,2,000994,2,2014-01-30 00:00:00.0,0
000994,2,001003,2,2014-01-30 00:00:00.0,0
000994,2,000279,2,2014-01-30 00:00:00.0,0
001003,2,000279,2,2014-01-30 00:00:00.0,0
001003,2,000031,1,2014-01-30 00:00:00.0,0
000994,2,000031,1,2014-01-30 00:00:00.0,0
000246,1,000011,1,2014-01-31 00:00:00.0,12
000246,1,000730,1,2014-01-31 00:00:00.0,0
001017,2,000329,0,2014-02-01 00:00:00.0,0
001042,2,000329,0,2014-02-03 00:00:00.0,22
000570,0,000730,1,2014-02-03 00:00:00.0,0
000037,1,000570,0,2014-02-05 00:00:00.0,0
000132,0,000570,0,2014-02-05 00:00:00.0,0
000570,0,000132,0,2014-02-05 00:00:00.0,0
000570,0,000523,0,2014-02-05 00:00:00.0,0
000570,0,000020,0,2014-02-05 00:00:00.0,0
000570,0,000732,0,2014-02-05 00:00:00.0,0
000132,0,000524,1,2014-02-07 00:00:00.0,0
001073,0,000250,0,2014-02-07 00:00:00.0,0
001082,3,000039,1,2014-02-08 00:00:00.0,0
001082,3,000132,0,2014-02-08 00:00:00.0,0
000037,1,000246,1,2014-02-08 00:00:00.0,0
000570,0,000246,1,2014-02-08 00:00:00.0,0
000040,1,001082,3,2014-02-08 00:00:00.0,0
000037,1,001082,3,2014-02-08 00:00:00.0,0
001082,3,000037,1,2014-02-08 00:00:00.0,0
000246,1,000732,0,2014-02-09 00:00:00.0,0
000570,0,000570,0,2014-02-10 00:00:00.0,0
000132,0,001161,3,2014-02-10 00:00:00.0,0
001161,3,000037,1,2014-02-10 00:00:00.0,0
001161,3,000040,1,2014-02-10 00:00:00.0,0
001082,3,000040,1,2014-02-10 00:00:00.0,0
001073,0,000126,0,2014-02-10 00:00:00.0,0
001161,3,000207,1,2014-02-11 00:00:00.0,0
001073,0,000614,0,2014-02-11 00:00:00.0,0
001210,1,001073,0,2014-02-11 00:00:00.0,0
001073,0,001210,1,2014-02-11 00:00:00.0,0
001321,2,001204,0,2014-02-12 00:00:00.0,4
000570,0,000511,0,2014-02-13 00:00:00.0,0
001474,1,000250,0,2014-02-14 00:00:00.0,0
001474,1,000126,0,2014-02-14 00:00:00.0,0
000735,0,000614,0,2014-02-14 00:00:00.0,0
000614,0,000735,0,2014-02-14 00:00:00.0,0
001590,2,000524,1,2014-02-15 00:00:00.0,56
001590,2,000040,1,2014-02-15 00:00:00.0,71
000279,2,000132,0,2014-02-15 00:00:00.0,1
001769,2,000304,1,2014-02-18 00:00:00.0,0
001210,1,001474,1,2014-02-20 00:00:00.0,0
001590,2,000416,1,2014-02-22 00:00:00.0,65
000246,1,001376,1,2014-02-22 00:00:00.0,3
001590,2,000039,1,2014-02-23 00:00:00.0,85
001857,1,000596,1,2014-02-24 00:00:00.0,0
001376,1,000246,1,2014-02-24 00:00:00.0,0
000482,0,000037,1,2014-02-25 00:00:00.0,0
001864,1,001828,1,2014-02-25 00:00:00.0,0
001828,1,000250,0,2014-02-25 00:00:00.0,0
001828,1,001864,1,2014-02-27 00:00:00.0,0
000207,1,001590,2,2014-02-28 00:00:00.0,0
001911,2,001590,2,2014-03-01 00:00:00.0,0
001911,2,001825,0,2014-03-01 00:00:00.0,0
000037,1,001590,2,2014-03-02 00:00:00.0,1
001925,1,000596,1,2014-03-02 00:00:00.0,0
001925,1,001857,1,2014-03-02 00:00:00.0,0
001919,3,000011,1,2014-03-02 00:00:00.0,0
001821,0,001864,1,2014-03-03 00:00:00.0,0
001821,0,001828,1,2014-03-03 00:00:00.0,0
001828,1,001857,1,2014-03-03 00:00:00.0,0
000267,2,001825,0,2014-03-03 00:00:00.0,2
001956,2,000614,0,2014-03-03 00:00:00.0,0
001857,1,000614,0,2014-03-03 00:00:00.0,0
000614,0,001956,2,2014-03-03 00:00:00.0,0
001956,2,001857,1,2014-03-03 00:00:00.0,0
001857,1,001956,2,2014-03-03 00:00:00.0,0
001948,2,000106,1,2014-03-03 00:00:00.0,4
001857,1,001828,1,2014-03-04 00:00:00.0,0
000031,1,000246,1,2014-03-05 00:00:00.0,0
002103,2,001968,0,2014-03-05 00:00:00.0,0
001590,2,002170,2,2014-03-06 00:00:00.0,72
002170,2,000207,1,2014-03-06 00:00:00.0,2
002170,2,001590,2,2014-03-06 00:00:00.0,2
002170,2,000039,1,2014-03-06 00:00:00.0,1
001161,3,000039,1,2014-03-08 00:00:00.0,0
001161,3,001590,2,2014-03-08 00:00:00.0,0
002271,3,000011,1,2014-03-09 00:00:00.0,0
002212,0,002185,1,2014-03-10 00:00:00.0,0
002185,1,002212,0,2014-03-10 00:00:00.0,0
002310,0,002318,0,2014-03-13 00:00:00.0,0
000037,1,001161,3,2014-03-15 00:00:00.0,0
000037,1,000279,2,2014-03-15 00:00:00.0,0
002382,0,002419,2,2014-03-15 00:00:00.0,0
002419,2,002382,0,2014-03-15 00:00:00.0,0
000416,1,000040,1,2014-03-15 00:00:00.0,0
000416,1,000039,1,2014-03-15 00:00:00.0,0
001376,1,001590,2,2014-03-15 00:00:00.0,0
001133,1,000200,0,2014-03-17 00:00:00.0,0
002487,2,002416,0,2014-03-17 00:00:00.0,0
001956,2,000524,1,2014-03-17 00:00:00.0,0
002466,2,002473,2,2014-03-17 00:00:00.0,0
002473,2,002466,2,2014-03-17 00:00:00.0,0
002473,2,002416,0,2014-03-17 00:00:00.0,0
002416,0,002473,2,2014-03-17 00:00:00.0,0
002466,2,002416,0,2014-03-17 00:00:00.0,0
002416,0,002466,2,2014-03-17 00:00:00.0,0
002480,4,000279,2,2014-03-18 00:00:00.0,44
002480,4,000031,1,2014-03-18 00:00:00.0,1
002466,2,002212,0,2014-03-19 00:00:00.0,0
002212,0,002466,2,2014-03-19 00:00:00.0,0
002480,4,000037,1,2014-03-19 00:00:00.0,3
002480,4,001590,2,2014-03-19 00:00:00.0,16
,0,000279,2,2014-03-19 00:00:00.0,0
000246,1,002570,2,2014-03-21 00:00:00.0,0
002212,0,001956,2,2014-03-21 00:00:00.0,0
000524,1,000037,1,2014-03-21 00:00:00.0,0
001956,2,000037,1,2014-03-21 00:00:00.0,0
000524,1,002212,0,2014-03-21 00:00:00.0,0
001956,2,002191,1,2014-03-21 00:00:00.0,0
000246,1,002327,3,2014-03-22 00:00:00.0,28
002327,3,000011,1,2014-03-23 00:00:00.0,106
002602,2,002185,1,2014-03-24 00:00:00.0,4
002185,1,002602,2,2014-03-24 00:00:00.0,0
002602,2,000614,0,2014-03-24 00:00:00.0,4
002189,1,002602,2,2014-03-24 00:00:00.0,4
002602,2,002189,1,2014-03-24 00:00:00.0,40
002672,0,002634,1,2014-03-26 00:00:00.0,0
000040,1,001590,2,2014-03-26 00:00:00.0,0
002653,0,002191,1,2014-03-26 00:00:00.0,0
002672,0,002688,0,2014-03-26 00:00:00.0,0
002653,0,002672,0,2014-03-26 00:00:00.0,0
002688,0,002191,1,2014-03-26 00:00:00.0,0
002191,1,002688,0,2014-03-26 00:00:00.0,0
002653,0,002688,0,2014-03-26 00:00:00.0,0
002191,1,002653,0,2014-03-26 00:00:00.0,0
002688,0,002653,0,2014-03-26 00:00:00.0,0
001956,2,002653,0,2014-03-26 00:00:00.0,0
002185,1,002189,1,2014-03-26 00:00:00.0,0
002189,1,002807,0,2014-03-27 00:00:00.0,6
002189,1,002789,0,2014-03-27 00:00:00.0,0
002189,1,002804,0,2014-03-27 00:00:00.0,0
002189,1,002787,0,2014-03-27 00:00:00.0,0
002189,1,002798,0,2014-03-27 00:00:00.0,0
002672,0,002807,0,2014-03-27 00:00:00.0,0
002672,0,002789,0,2014-03-27 00:00:00.0,0
002672,0,002804,0,2014-03-27 00:00:00.0,0
002672,0,002787,0,2014-03-27 00:00:00.0,0
002672,0,002798,0,2014-03-27 00:00:00.0,0
002688,0,002807,0,2014-03-27 00:00:00.0,0
002688,0,002789,0,2014-03-27 00:00:00.0,0
002688,0,002804,0,2014-03-27 00:00:00.0,0
002688,0,002787,0,2014-03-27 00:00:00.0,0
002688,0,002798,0,2014-03-27 00:00:00.0,0
002634,1,002191,1,2014-03-27 00:00:00.0,15
002634,1,002653,0,2014-03-27 00:00:00.0,17
000037,1,000416,1,2014-03-28 00:00:00.0,2
000037,1,001376,1,2014-03-28 00:00:00.0,0
002327,3,000037,1,2014-03-28 00:00:00.0,36
002327,3,001376,1,2014-03-28 00:00:00.0,8
002327,3,000416,1,2014-03-28 00:00:00.0,90
002856,2,000279,2,2014-03-28 00:00:00.0,2
002480,4,000011,1,2014-03-28 00:00:00.0,0
002848,2,002673,0,2014-03-28 00:00:00.0,3
002634,1,001956,2,2014-03-28 00:00:00.0,13
002831,2,002634,1,2014-03-28 00:00:00.0,0
002831,2,002702,0,2014-03-28 00:00:00.0,0
002658,2,002634,1,2014-03-28 00:00:00.0,0
002830,4,000037,1,2014-03-28 00:00:00.0,0
002602,2,002807,0,2014-03-28 00:00:00.0,1
002602,2,002789,0,2014-03-28 00:00:00.0,1
002602,2,002804,0,2014-03-28 00:00:00.0,1
002602,2,002787,0,2014-03-28 00:00:00.0,1
002602,2,002798,0,2014-03-28 00:00:00.0,1
002634,1,002688,0,2014-03-28 00:00:00.0,18
001956,2,002634,1,2014-03-28 00:00:00.0,0
001956,2,002672,0,2014-03-28 00:00:00.0,0
002634,1,002672,0,2014-03-28 00:00:00.0,18
002634,1,002185,1,2014-03-28 00:00:00.0,18
002823,2,002702,0,2014-03-28 00:00:00.0,0
001956,2,002702,0,2014-03-28 00:00:00.0,0
002658,2,002702,0,2014-03-28 00:00:00.0,0
001204,0,001321,2,2014-03-29 00:00:00.0,0
000039,1,001590,2,2014-03-30 00:00:00.0,2
002634,1,002969,4,2014-03-31 00:00:00.0,12
003002,4,002191,1,2014-04-01 00:00:00.0,3
003002,4,001956,2,2014-04-01 00:00:00.0,4
002997,4,002185,1,2014-04-01 00:00:00.0,62
002997,4,002189,1,2014-04-01 00:00:00.0,1
002672,0,003025,0,2014-04-02 00:00:00.0,1
000409,0,000911,0,2014-04-04 00:00:00.0,1
002771,0,003070,2,2014-04-04 00:00:00.0,0
001907,1,002771,0,2014-04-04 00:00:00.0,2
003070,2,002771,0,2014-04-04 00:00:00.0,47
003016,0,003067,0,2014-04-04 00:00:00.0,7
002673,0,002848,2,2014-04-07 00:00:00.0,0
003103,2,003104,2,2014-04-07 00:00:00.0,6
000732,0,003092,2,2014-04-07 00:00:00.0,0
003092,2,000732,0,2014-04-07 00:00:00.0,2
003016,0,002789,0,2014-04-08 00:00:00.0,7
002634,1,002189,1,2014-04-09 00:00:00.0,5
003134,4,000037,1,2014-04-09 00:00:00.0,9
003134,4,000040,1,2014-04-09 00:00:00.0,9
002327,3,000246,1,2014-04-09 00:00:00.0,42
002327,3,000020,0,2014-04-09 00:00:00.0,3
002548,2,003117,0,2014-04-09 00:00:00.0,21
002556,3,003132,3,2014-04-09 00:00:00.0,2
003132,3,002556,3,2014-04-09 00:00:00.0,1
002556,3,000011,1,2014-04-09 00:00:00.0,1
003185,4,003193,2,2014-04-11 00:00:00.0,8
003193,2,003185,4,2014-04-11 00:00:00.0,2
003174,2,003183,4,2014-04-11 00:00:00.0,1
003183,4,003174,2,2014-04-11 00:00:00.0,3
003227,2,003217,4,2014-04-12 00:00:00.0,2
003206,2,003227,2,2014-04-12 00:00:00.0,3
003206,2,003217,4,2014-04-12 00:00:00.0,3
003217,4,003206,2,2014-04-12 00:00:00.0,3
003117,0,002548,2,2014-04-13 00:00:00.0,0
003238,4,000011,1,2014-04-14 00:00:00.0,43
003238,4,000132,0,2014-04-15 00:00:00.0,3
003313,2,003117,0,2014-04-16 00:00:00.0,1
003300,2,003117,0,2014-04-16 00:00:00.0,0
003174,2,003240,0,2014-04-16 00:00:00.0,5
003240,0,003174,2,2014-04-16 00:00:00.0,0
003002,4,002634,1,2014-04-17 00:00:00.0,4
003364,3,001590,2,2014-04-18 00:00:00.0,4
003358,2,003290,2,2014-04-18 00:00:00.0,1
003290,2,003358,2,2014-04-18 00:00:00.0,1
003358,2,003294,1,2014-04-18 00:00:00.0,11
000416,1,000011,1,2014-04-18 00:00:00.0,1
000011,1,000416,1,2014-04-18 00:00:00.0,0
003352,2,000182,1,2014-04-18 00:00:00.0,1
003288,4,003294,1,2014-04-18 00:00:00.0,8
003290,2,003294,1,2014-04-18 00:00:00.0,14
003134,4,000207,1,2014-04-18 00:00:00.0,11
003409,3,000304,1,2014-04-19 00:00:00.0,36
003376,3,000304,1,2014-04-19 00:00:00.0,37
000329,0,001042,2,2014-04-19 00:00:00.0,0
000039,1,003393,3,2014-04-19 00:00:00.0,0
003393,3,000039,1,2014-04-19 00:00:00.0,28
001590,2,003364,3,2014-04-19 00:00:00.0,57
